customer_id,customer_name,signup_date,status
1888,Laurie Williams,2024-02-15,Active
1889,Karen Patel,2024-08-08,Active
1890,Daniel Rodriguez,2021-01-24,Churned
1891,Michael Williams,2021-05-03,Active
1892,Mike Benton,2020-09-26,Active
1893,Kevin Curtis,2020-12-24,Churned
1894,Colleen Riggs,2024-01-02,Active
1895,Matthew Lucas,2021-01-27,Active
1896,Nancy Dickerson,2024-11-24,Active
1897,Andrew Cooper,2022-03-27,Active
1898,Alexander Campos,2022-10-19,Active
1899,Samuel Martinez,2020-04-17,Active
1900,Jerry Soto,2021-07-06,Active
1901,Kaitlin Green,2023-09-20,Active
1902,Olivia Herrera,2022-02-04,Active
1903,Krista Hines,2025-01-20,Active
1904,Karen Barrett,2022-08-12,Active
1905,Billy Camacho,2020-06-06,Active
1906,Kristin Moreno,2024-05-21,Active
1907,Samuel Krueger,2020-05-16,Churned
1908,Lori Shelton,2023-07-10,Active
1909,Kelly Ortega,2022-07-13,Active
1910,Michelle Gonzalez,2023-01-22,Active
1911,Latoya Anthony,2022-08-07,Active
1912,Mark Kennedy II,2024-07-29,Churned
1913,Jillian Gallagher,2021-09-19,Churned
1914,Alexander Miller,2022-09-22,Active
1915,Christine White,2023-04-08,Active
1916,Jenna Wang,2023-08-27,Active
1917,Kimberly Smith,2022-12-02,Churned
1918,Betty Thompson,2024-03-07,Active
1919,Eric Martin,2022-03-29,Active
1920,John Green,2021-09-30,Active
1921,Dawn Parker,2022-05-28,Active
1922,Lori Kim,2024-05-16,Active
1923,Jordan Williams,2022-04-25,Active
1924,Robert Malone,2023-07-21,Active
1925,Matthew Grimes,2020-03-04,Active
1926,Eric Ayala,2024-03-04,Active
1927,Bryan Mcmillan,2024-04-14,Active
1928,Jennifer Blevins,2022-06-03,Active
1929,Mrs. Mary Sims,2020-09-20,Active
1930,Matthew Carter,2022-06-18,Active
1931,Beth Carlson,2020-12-08,Active
1932,Katrina Huber,2024-06-24,Active
1933,Anthony Johnson,2020-09-19,Active
1934,Mitchell Taylor,2022-02-21,Active
1935,Rodney Mcclure,2021-05-20,Active
1936,Alejandro Holmes,2021-01-27,Churned
1937,Daniel Moody,2021-04-24,Active
1938,Brett Koch,2023-05-19,Churned
1939,Nicholas Allen,2023-06-10,Active
1940,Kyle Horn,2023-02-01,Active
1941,Debbie Martin,2023-12-04,Active
1942,Derrick Cordova,2020-11-26,Active
1943,Sara Nelson,2024-05-28,Active
1944,Kenneth Wilson,2024-07-02,Active
1945,Christine Frazier,2020-05-07,Active
1946,Dr. Mark Williams,2024-09-19,Active
1947,Taylor Potts,2024-07-23,Active
1948,Teresa Gardner,2022-06-23,Active
1949,Gary Delgado,2025-01-11,Active
1950,Christina Nguyen,2021-10-03,Active
1951,Brenda Phillips,2024-05-23,Active
1952,William Carr,2021-01-02,Active
1953,William Beck,2022-03-17,Active
1954,Heather Juarez,2022-08-13,Active
1955,Jordan Miller,2023-04-12,Churned
1956,Katrina Anderson,2021-10-31,Churned
1957,Robert Houston,2020-03-31,Active
1958,Kevin Pham,2021-12-30,Active
1959,Rachel Williams,2021-09-30,Active
1960,Jacob Lawrence,2020-05-30,Active
1961,Jon Griffith MD,2022-10-14,Active
1962,Deborah Patel,2022-05-04,Active
1963,James Cole,2020-04-08,Churned
1964,Matthew Collins,2025-01-11,Active
1965,Erin Nichols,2024-05-15,Active
1966,Seth Jimenez,2024-04-17,Active
1967,Kevin Hill,2020-08-26,Active
1968,Brianna Bridges,2024-06-16,Active
1969,Thomas Richards,2021-02-16,Active
1970,Zachary Hill,2020-12-13,Active
1971,Ryan Campbell,2022-06-17,Active
1972,Robin Thomas,2024-10-04,Churned
1973,Andrea Armstrong,2023-07-13,Active
1974,Michelle Williams,2023-05-10,Active
1975,Marcus Dunn,2024-12-27,Active
1976,Louis Lara,2024-08-17,Churned
1977,Nicole Jennings,2023-10-21,Active
1978,Mary Houston,2021-02-08,Active
1979,James Grimes,2021-05-08,Churned
1980,Shelley Hill,2021-10-07,Churned
1981,Richard Cross,2024-01-28,Active
1982,Shawn Simon,2024-07-31,Churned
1983,Robert Perry,2023-04-27,Active
1984,Joseph Mccullough,2023-07-24,Active
1985,Ms. Alyssa Welch,2024-02-25,Active
1986,Ryan Gibson,2023-06-26,Active
1987,Lisa Williams,2021-03-27,Active
1988,Jerome Santiago,2021-01-12,Active
1989,Joshua Morris,2022-02-05,Active
1990,Renee Beltran,2025-01-13,Active
1991,Rodney Gallagher,2022-09-29,Active
1992,Joshua Hill MD,2024-12-01,Active
1993,Angela Jones,2020-03-18,Active
1994,Andrew Carter,2020-06-15,Active
1995,Audrey Warren,2023-11-20,Active
1996,Vanessa Martinez,2021-04-20,Active
1997,Thomas Mcgee,2020-12-28,Churned
1998,Henry Moyer Jr.,2022-09-30,Active
1999,Kevin Taylor,2025-02-21,Active
2000,Mr. Bradley Thompson,2024-07-22,Active
2001,Rhonda Peterson,2020-10-17,Active
2002,Chelsea Turner,2020-06-23,Active
2003,Kerry Butler,2022-09-27,Churned
2004,Antonio Barnett,2023-05-30,Active
2005,Michelle Smith,2022-02-13,Active
2006,Alexandra Romero,2021-12-31,Active
2007,Mrs. Alicia Summers,2021-10-02,Active
2008,Mary Williams,2021-07-05,Active
2009,Hannah Mann,2020-04-29,Active
2010,Jerry Rosario,2020-12-05,Active
2011,David Cox,2020-10-18,Active
2012,Michael Ferguson,2021-04-06,Active
2013,Melissa Williams,2023-01-27,Churned
2014,Kelly Miller,2024-10-15,Active
2015,Julie Adams,2023-01-28,Active
2016,Maria Cline,2021-01-31,Active
2017,Danny Hammond,2023-12-18,Active
2018,Michelle Rivera,2023-09-10,Churned
2019,Paul Knight,2022-03-15,Active
2020,Jordan Rodriguez,2024-01-16,Active
2021,Stephanie Davis,2020-09-17,Churned
2022,Dawn Reynolds,2022-08-21,Active
2023,Jennifer Moore,2022-09-30,Churned
2024,Rebecca Frederick,2020-03-09,Active
2025,John Gonzalez,2022-06-02,Active
2026,Mrs. Emma Johnson,2023-06-01,Active
2027,Allen Chapman,2021-11-04,Active
2028,Brenda Stone,2021-12-16,Churned
2029,Heather Johnson,2021-03-23,Active
2030,Victoria Smith,2024-03-20,Active
2031,Tracy Logan,2022-06-30,Active
2032,James Reed,2020-07-25,Active
2033,Rachel Snyder,2024-06-12,Active
2034,James Stone,2024-01-09,Churned
2035,Rachel Olson,2021-12-03,Active
2036,Allen Scott,2023-07-14,Active
2037,Michael Davis,2021-01-15,Active
2038,Andrew Maldonado,2020-03-19,Active
2039,John Avila,2021-09-23,Active
2040,Jacqueline Williams,2023-06-18,Active
2041,Frank Gordon,2024-12-18,Churned
2042,Troy Williams,2024-01-07,Active
2043,Sara Jackson,2024-08-26,Active
2044,Emily Perry,2021-05-18,Active
2045,Megan Brown,2020-05-18,Churned
2046,Mrs. Barbara Jones,2022-07-11,Active
2047,Mark Baker,2024-12-04,Active
2048,Michael Ward,2022-11-19,Active
2049,James Schultz,2020-10-25,Active
2050,Daniel Duran,2020-11-26,Active
2051,Janet Ewing,2021-11-19,Active
2052,Kelsey Gibbs,2023-11-21,Active
2053,Pamela Boyd,2022-04-15,Active
2054,Margaret Morgan,2024-03-17,Churned
2055,Eric Little,2022-09-26,Churned
2056,Angela Reed,2023-12-12,Active
2057,Patrick Hutchinson,2020-03-27,Active
2058,Shannon Contreras,2024-08-12,Active
2059,Matthew Stone,2021-05-14,Active
2060,Jeremy Bishop,2020-09-23,Active
2061,Shelley Sanchez,2022-08-16,Active
2062,Jennifer Koch,2022-06-12,Active
2063,Benjamin Gibson,2022-08-17,Churned
2064,Christine Wall,2021-07-10,Active
2065,William Lopez,2020-06-01,Active
2066,Maria Simpson,2021-05-24,Active
2067,Megan Boyle,2022-08-26,Active
2068,Diane Moody,2022-05-03,Active
2069,Benjamin Jones,2023-01-01,Active
2070,Jeffrey Rowland,2020-12-08,Active
2071,Cynthia Carr,2021-10-11,Active
2072,Monica Palmer,2023-09-10,Active
2073,Cory Wilson,2023-04-15,Active
2074,Danny Cruz,2020-12-15,Churned
2075,Cheyenne Gonzales,2020-05-16,Churned
2076,Amber Barber,2021-09-05,Churned
2077,Chad Jones,2023-05-28,Active
2078,Susan Woodward,2023-08-22,Active
2079,Robert Smith,2021-04-10,Churned
2080,Jonathan Ferguson,2020-08-31,Active
2081,Carol Ruiz,2021-09-04,Active
2082,Kevin Lee,2023-02-03,Active
2083,Michael Taylor,2020-03-04,Active
2084,Dalton Wilson,2023-07-14,Churned
2085,Paul Johnson,2024-12-06,Active
2086,Anthony Patterson,2020-11-19,Active
2087,Lisa Olson,2023-08-15,Active
2088,Christopher Sims,2022-11-16,Active
2089,James Wright,2020-12-10,Churned
2090,Benjamin Daniel,2022-07-10,Active
2091,David Parker,2022-03-05,Active
2092,Lauren Clark,2021-12-11,Churned
2093,Laura Thomas,2023-12-10,Active
2094,Dylan Gonzalez,2020-04-08,Active
2095,Todd Peterson,2022-07-19,Active
2096,Matthew Murphy,2020-08-20,Active
2097,Sydney Hooper,2020-12-05,Active
2098,Tonya Silva,2021-02-12,Active
2099,Jose Hines,2020-10-29,Active
2100,John Gomez,2021-11-09,Active
2101,Scott Salinas,2020-09-14,Churned
2102,Steven Snyder,2021-01-12,Active
2103,Destiny Woods,2021-07-03,Active
2104,Christopher Johnson,2021-05-03,Active
2105,Jordan Hicks,2020-08-30,Active
2106,Nicholas Johnson,2020-07-13,Active
2107,Alicia Rasmussen,2023-04-16,Churned
2108,Jennifer Espinoza,2023-11-03,Churned
2109,Cheryl Leonard,2023-05-06,Active
2110,Emily Travis,2024-10-06,Churned
2111,Rachel Cabrera,2024-07-18,Active
2112,Timothy Campbell,2020-09-29,Active
2113,Jennifer Brock,2022-10-12,Active
2114,Alexandra Williams,2020-10-19,Churned
2115,Danielle Kennedy,2023-11-12,Active
2116,Alexandra Smith,2021-11-14,Active
2117,Joel Sullivan,2022-11-04,Active
2118,Matthew Ward,2020-05-17,Active
2119,Kristina Allen,2024-11-06,Active
2120,Ryan Tucker,2022-04-04,Churned
2121,Matthew Pugh,2024-10-17,Churned
2122,Laura Hopkins,2024-08-10,Active
2123,Laura Duncan,2020-10-04,Churned
2124,Caleb Meyer,2021-05-02,Active
2125,Sandra Smith,2021-05-10,Churned
2126,Christopher Howell,2022-04-01,Active
2127,Heather Morton MD,2024-07-21,Active
2128,Andrew Thompson,2023-03-08,Active
2129,Amber Hill,2024-08-13,Churned
2130,Anthony Mason,2023-03-04,Active
2131,Pamela Barker,2024-06-05,Active
2132,Jim Warner,2021-08-07,Active
2133,Corey Yoder,2020-07-30,Active
2134,Ms. Lindsey Serrano,2021-08-24,Active
2135,Melanie Schultz,2024-05-23,Active
2136,Laurie Brewer,2024-07-04,Churned
2137,Stephanie Perez,2022-12-03,Active
2138,Michael Bolton,2021-03-01,Active
2139,Thomas Johnson,2020-08-02,Active
2140,Aimee Moore,2020-08-27,Churned
2141,Robert Zuniga,2024-02-03,Churned
2142,Sheena Watts,2022-03-26,Active
2143,Jonathan Ortiz,2020-05-14,Active
2144,Jason Patterson,2024-05-31,Active
2145,Jason Vaughan,2022-07-08,Active
2146,Kathryn Ryan PhD,2020-09-18,Churned
2147,Jennifer Hunt,2025-02-10,Active
2148,Mark Knight,2023-11-22,Active
2149,Morgan Adams,2020-04-17,Active
2150,Jeremy Rowe,2022-07-02,Churned
2151,Patricia Smith,2023-11-12,Active
2152,Robert Duncan,2023-04-07,Active
2153,Patrick Thornton,2022-07-23,Active
2154,David Leonard,2022-07-13,Churned
2155,Julie Walker,2022-12-11,Active
2156,Kelsey Jackson,2023-05-30,Active
2157,Julie Harrington,2022-05-06,Active
2158,Brenda Fuller,2020-07-18,Active
2159,Scott Reid,2023-06-18,Active
2160,Tabitha Price,2021-05-22,Active
2161,Justin Thompson,2021-10-24,Active
2162,Mr. Nathan Wheeler,2022-09-18,Active
2163,Robert Adams,2021-07-29,Active
2164,David Rogers,2023-02-17,Churned
2165,Drew Griffin,2022-08-14,Active
2166,Jo May,2020-07-23,Churned
2167,Laura Flores,2022-08-27,Active
2168,Eric Wiley,2020-09-19,Active
2169,Melanie Greene,2023-01-03,Active
2170,Sandra Howard,2022-01-08,Active
2171,Matthew Taylor,2025-01-15,Active
2172,Barbara Hart,2024-04-03,Active
2173,Cheryl Brooks,2024-04-20,Active
2174,Brittany Hawkins,2023-01-10,Churned
2175,William Dennis,2022-02-12,Active
2176,Daisy Hernandez,2023-02-28,Churned
2177,Steven Case,2020-10-28,Active
2178,Lee Wang,2021-06-13,Active
2179,Sara Miles,2020-11-20,Active
2180,Kerri Anderson,2023-07-12,Active
2181,Daniel Smith,2021-02-11,Active
2182,Linda Salas,2021-10-01,Active
2183,Jessica Davis,2021-07-23,Active
2184,Cynthia Stevens,2024-06-09,Active
2185,Pamela Munoz,2022-08-09,Active
2186,Arthur Henry,2022-08-24,Churned
2187,Evan Patterson,2022-02-26,Churned
2188,Samantha Leach,2022-09-12,Active
2189,Jeremy Walker,2021-05-03,Active
2190,Shannon Foster,2021-01-10,Active
2191,Jasmine Fowler,2020-08-03,Active
2192,David Barnes,2022-07-10,Churned
2193,Alexa Tran,2021-10-27,Active
2194,Annette Reyes,2021-02-25,Active
2195,Sue Wise,2024-07-05,Active
2196,Kristy Vega,2024-09-22,Active
2197,Michelle Norris,2023-12-27,Active
2198,Anthony Anderson,2024-06-30,Churned
2199,Faith Rocha,2023-03-05,Active
2200,Samuel Anderson,2022-03-08,Active
2201,Jeremy Kelly,2025-02-02,Churned
2202,Amy Johnson,2021-09-03,Active
2203,Maria Thompson,2024-10-29,Active
2204,Joseph Hale,2023-10-27,Active
2205,Cody Jones,2023-09-27,Active
2206,Sandra Brown,2020-09-14,Churned
2207,Carla Holt,2025-02-26,Active
2208,Bruce Jackson,2021-12-14,Churned
2209,Janet Smith,2023-06-15,Active
2210,Brandon Tucker,2024-02-02,Churned
2211,David Bailey,2021-07-08,Active
2212,Travis Stone,2021-10-10,Churned
2213,Kimberly Hale,2023-09-01,Active
2214,Crystal Adams,2024-04-28,Churned
2215,Christy Keller,2022-01-22,Active
2216,David Sparks,2021-02-07,Active
2217,Jennifer Hammond,2021-12-31,Churned
2218,Courtney Hayes,2021-09-27,Active
2219,Melanie Briggs,2020-03-18,Churned
2220,Amanda Salas,2024-01-09,Active
2221,Michelle Flowers,2021-10-19,Active
2222,Caitlin Richards,2020-10-10,Active
2223,Susan Williams,2021-08-03,Active
2224,Margaret Warren,2023-08-02,Active
2225,Jessica Graham,2021-06-05,Active
2226,Yvonne Stewart,2021-10-14,Active
2227,Lisa Young,2022-12-16,Active
2228,Elizabeth Gregory,2022-05-21,Active
2229,Robert Barnes,2021-09-24,Active
2230,Steven Lewis,2024-07-06,Active
2231,Alejandro Nunez,2023-07-21,Active
2232,Elizabeth Knapp,2021-07-30,Active
2233,Daniel Anderson,2021-02-10,Churned
2234,Jessica Mullins,2022-11-16,Churned
2235,Valerie Cooper,2024-09-22,Active
2236,Samuel Randall,2024-10-18,Active
2237,Melissa Foley,2023-05-11,Churned
2238,Jacob Smith,2023-12-11,Active
2239,Barbara Shea,2022-02-20,Active
2240,Michael Miller,2023-07-10,Active
2241,Ronald Roberts,2022-02-08,Active
2242,Eric Velasquez,2020-04-22,Active
2243,Charles Ryan,2023-02-28,Active
2244,Michael Duran,2022-10-06,Churned
2245,Brandy Blankenship,2025-01-13,Churned
2246,Susan Smith,2021-07-19,Active
2247,Kevin Payne,2023-11-29,Active
2248,James Myers,2022-12-15,Churned
2249,Jeffrey Hanson,2021-01-28,Active
2250,Patrick King,2022-05-05,Active
2251,Sean Harrell,2024-09-06,Active
2252,Debra Smith,2022-08-31,Churned
2253,Alex Jackson,2023-07-30,Active
2254,Phillip White,2024-05-23,Churned
2255,Robert Cross,2023-05-30,Churned
2256,Melissa Leon,2024-11-03,Active
2257,Chad Fields,2020-12-10,Active
2258,Paula Marks,2022-04-27,Active
2259,Tracy Peck,2023-11-07,Active
2260,David Cole,2020-11-05,Active
2261,Mrs. Tammy Maldonado,2022-10-31,Active
2262,Rachel Hawkins,2022-05-12,Active
2263,David Moyer,2022-09-20,Churned
2264,Daniel Green,2024-07-27,Active
2265,Sabrina Beck,2021-08-07,Active
2266,Lisa Lamb,2022-03-02,Active
2267,Maria Miller,2020-08-11,Active
2268,Anthony Burton,2023-07-21,Active
2269,Zachary Moreno,2022-01-22,Active
2270,Dawn Watkins,2021-06-01,Active
2271,William Craig,2024-03-05,Active
2272,Mrs. Alicia Stephens,2022-06-21,Active
2273,Kelsey Hernandez,2023-09-03,Active
2274,Jeremy Garner,2021-07-04,Active
2275,John Hayes,2024-07-24,Churned
2276,Brandon Cobb,2024-07-26,Active
2277,Eric Jackson,2021-08-19,Active
2278,Deborah Davis,2022-08-08,Active
2279,Stacey Griffith,2023-09-20,Active
2280,Mary Henderson,2025-02-16,Active
2281,Jack Jones,2022-05-17,Active
2282,Thomas Stewart,2021-01-16,Active
2283,Mr. Jermaine Hartman DVM,2022-05-17,Active
2284,Joseph Cole,2020-03-15,Active
2285,Veronica Ortiz,2024-11-04,Active
2286,Kelly Murillo,2023-08-09,Active
2287,Sara Williams,2025-02-21,Churned
2288,Jacqueline Potter,2024-03-03,Active
2289,Cynthia York,2022-05-30,Active
2290,Brandi Baxter,2020-08-24,Active
2291,Shelly Durham,2022-07-23,Active
2292,Vanessa Hanson,2023-12-02,Active
2293,Thomas Burns,2024-01-13,Active
2294,Anthony Singleton,2020-12-03,Active
2295,Jennifer Jennings,2024-01-19,Active
2296,Michelle Wilson,2024-10-30,Active
2297,Michael Mcconnell,2020-09-17,Active
2298,Dillon Hanson MD,2022-01-14,Active
2299,Amber Gomez,2022-11-03,Active
2300,Mike Gonzalez,2024-11-26,Active
2301,Stephen Thomas,2023-02-23,Churned
2302,Monica Grant,2023-10-16,Active
2303,Kimberly Ward,2023-12-01,Active
2304,Ashley Lopez,2024-01-08,Active
2305,Melissa Hill,2020-12-29,Churned
2306,Laura Smith,2020-10-09,Active
2307,Cheryl Roberts,2024-03-30,Active
2308,Theresa Rivera,2023-01-22,Active
2309,Robert Flores,2024-12-11,Active
2310,James Berg,2021-01-06,Active
2311,Matthew Yang,2022-07-10,Active
2312,Mary Gilbert,2022-11-22,Churned
2313,Lindsay Dunn,2021-05-10,Active
2314,Spencer Wilson,2020-12-31,Active
2315,Anthony Wilson,2021-05-22,Churned
2316,Jason Dennis,2021-05-15,Active
2317,Michael Cook,2023-06-09,Active
2318,Ashley Cole,2024-01-23,Active
2319,Jesse Bush,2023-04-20,Active
2320,Kyle Reynolds,2024-03-02,Active
2321,Rachel Sexton,2024-11-05,Churned
2322,Joseph Kelly,2022-11-07,Active
2323,Michele Mendoza,2025-01-26,Active
2324,Joe Garner,2021-11-03,Active
2325,Matthew Wood,2023-11-27,Churned
2326,Dana Sutton,2021-03-28,Churned
2327,Darren Hamilton,2020-03-16,Churned
2328,Tammy Cook,2024-12-02,Active
2329,Benjamin Contreras,2023-05-31,Active
2330,Virginia Wagner,2023-11-01,Active
2331,Christopher George,2022-10-25,Active
2332,Jillian Baldwin,2025-01-28,Active
2333,Reginald Lee,2020-12-19,Active
2334,Andre Werner,2022-07-05,Active
2335,Norma Boyd,2021-08-30,Active
2336,Karen Rios,2021-05-08,Active
2337,Dean Crosby,2024-09-22,Active
2338,Glen Rowland,2022-09-08,Active
2339,Andrew Lindsey,2021-10-26,Active
2340,John Rogers,2022-07-24,Active
2341,Norma Obrien,2025-02-05,Active
2342,Lisa Jones,2020-10-17,Active
2343,Christopher Peck,2024-09-13,Active
2344,Brian Chen,2021-12-18,Active
2345,Tanya Simmons,2023-01-07,Churned
2346,Veronica Cook,2021-06-02,Active
2347,Michael Gonzalez,2023-03-13,Active
2348,Debra Mendez,2024-08-31,Active
2349,Sarah Porter,2021-05-06,Active
2350,Kyle Clarke,2022-01-21,Active
2351,Mr. Ryan Oconnell MD,2023-12-22,Active
2352,Corey Ramirez,2020-07-31,Churned
2353,Erin Travis,2025-01-20,Active
2354,Jorge Hicks,2020-04-02,Churned
2355,Mark Martin,2024-08-04,Active
2356,Elaine Brooks,2023-02-02,Active
2357,Jason Clements,2023-01-15,Churned
2358,Jack Butler,2023-09-21,Active
2359,Jerry Moreno,2022-11-30,Active
2360,Robert Walsh,2022-09-29,Active
2361,Adam Garrett,2024-06-02,Active
2362,Courtney Rodgers,2020-12-04,Active
2363,Christine Perez,2024-02-18,Active
2364,David Mitchell,2022-05-24,Active
2365,Erik Bell,2022-07-15,Active
2366,Mary Thomas,2023-08-07,Active
2367,Jennifer Jones,2025-01-14,Active
2368,Martha Moore,2020-07-02,Active
2369,Susan Martinez,2020-04-04,Active
2370,Christy Foster,2021-11-13,Active
2371,Nicolas Hogan,2020-11-09,Active
2372,Nancy Mueller,2021-03-22,Churned
2373,Amy Armstrong,2023-01-12,Active
2374,Samantha Bowman,2023-11-29,Active
2375,Stacie Davenport,2022-03-30,Active
2376,Susan Black,2020-10-20,Active
2377,Christopher Grant,2023-06-28,Active
2378,Joy Lopez,2024-09-26,Active
2379,Brittany Downs,2024-10-06,Active
2380,Diane Miller,2023-06-09,Active
2381,Tyler Moreno,2023-04-16,Churned
2382,Johnathan Lewis,2021-10-25,Churned
2383,Nancy Williams,2021-07-16,Churned
2384,Lydia Powell,2022-03-11,Active
2385,Mark Cole,2022-12-01,Active
2386,Pamela Graham,2023-11-14,Active
2387,Sarah Zimmerman,2021-04-21,Active
2388,Jeffrey Parsons,2020-12-04,Active
2389,Ryan Lambert,2023-03-07,Active
2390,Thomas Long,2021-05-11,Active
2391,Amanda Garcia,2021-02-12,Active
2392,Tommy Wilson,2020-08-27,Active
2393,Brian Guzman,2023-09-06,Active
2394,Amanda Castro,2020-10-06,Active
2395,Kenneth Ochoa,2022-05-30,Churned
2396,Nicholas Mcdonald,2025-02-18,Active
2397,Patricia Cabrera,2023-01-17,Active
2398,Julie Ross,2022-10-28,Active
2399,Samuel Townsend,2022-05-22,Active
2400,Shannon Barrett,2024-07-04,Active
2401,Jesse Weber,2021-03-08,Active
2402,William Gardner,2020-09-14,Active
2403,Martha Ayers,2024-03-12,Active
2404,Heather Wilkerson,2023-03-17,Active
2405,Michael Baker,2024-11-15,Active
2406,Tyler Carson,2022-10-28,Active
2407,Leslie Russell,2022-12-10,Active
2408,Brenda Dean,2023-12-14,Active
2409,James Kim,2020-07-26,Churned
2410,Richard Contreras,2021-04-01,Active
2411,Emily Clark,2024-07-12,Active
2412,Anne Bartlett,2023-03-15,Active
2413,Matthew Martinez,2020-03-16,Active
2414,Vincent Johnson,2025-02-27,Active
2415,Daniel Phelps,2021-05-20,Active
2416,Robert Ramsey,2022-05-16,Churned
2417,Donna Lee,2023-12-17,Active
2418,Jermaine Schmidt,2020-05-14,Active
2419,Ashley Campos,2022-02-02,Active
2420,Gabriella Briggs,2022-01-28,Active
2421,Jessica Mccarthy,2021-02-05,Active
2422,Katie Lewis,2021-03-03,Active
2423,Kathy Wagner,2023-12-14,Active
2424,Dennis Patel,2022-12-25,Active
2425,Andrew Whitehead,2021-03-25,Active
2426,Dr. Benjamin Russell,2022-02-20,Churned
2427,David Jones,2022-04-24,Active
2428,Sandra Hampton,2021-04-02,Churned
2429,Chad Foster,2022-04-30,Active
2430,Marissa Roberson,2023-04-12,Churned
2431,Glen Johnson,2020-06-23,Active
2432,Theresa Hanson,2021-04-07,Churned
2433,Tiffany Williams,2022-04-28,Churned
2434,Michele Thomas,2021-05-27,Active
2435,Anna Hawkins,2020-09-10,Churned
2436,Anthony Mercado,2022-03-19,Active
2437,Omar Castro MD,2021-05-11,Active
2438,Daniel Collins MD,2022-10-15,Active
2439,Tiffany Cole,2022-12-11,Active
2440,Carol Bush,2023-01-07,Active
2441,Debra Hernandez DDS,2023-08-31,Active
2442,Denise Rios,2021-04-23,Active
2443,Jonathan Kelly,2025-02-07,Active
2444,Dylan Christensen,2022-01-19,Churned
2445,Chloe Nguyen,2024-06-02,Active
2446,Sonya Hill,2023-08-25,Active
2447,Susan Stewart,2022-07-23,Active
2448,Jennifer Velasquez,2021-02-17,Active
2449,Courtney King,2022-02-27,Active
2450,Valerie Cervantes,2022-07-09,Active
2451,Andrew Norris,2021-01-28,Active
2452,Kristen Martin,2023-11-09,Churned
2453,Donald Davis,2021-07-09,Active
2454,Jessica Parker,2023-02-17,Active
2455,Janice Murphy,2021-11-22,Active
2456,Holly Williams,2020-12-24,Active
2457,Reginald Morrow,2020-08-09,Active
2458,Troy Chambers,2020-04-05,Active
2459,Mark Johnston,2024-06-25,Active
2460,Katherine Kelly,2024-04-07,Active
2461,Christy Baker,2023-04-10,Churned
2462,Benjamin Jacobs,2023-07-03,Churned
2463,Nathaniel Andrews,2024-07-27,Active
2464,Craig Brandt,2020-03-05,Active
2465,Jill Ford,2024-09-21,Active
2466,Joseph Pena,2022-08-11,Active
2467,Maria Watson,2021-01-11,Active
2468,Lisa Wallace,2020-08-29,Active
2469,Charles Nelson,2022-01-30,Active
2470,Meredith Frye,2024-02-14,Active
2471,Michael Maxwell,2020-12-22,Active
2472,Thomas Barrett,2023-05-07,Churned
2473,Rachel Blake,2023-02-21,Churned
2474,Tasha Robinson,2021-03-17,Active
2475,Kayla Cox,2021-10-17,Active
2476,Angie Smith,2024-01-16,Churned
2477,Corey Lawson,2023-02-20,Active
2478,Kyle Gordon,2020-12-13,Active
2479,Jose Hughes,2024-08-31,Active
2480,John Sherman,2023-05-07,Active
2481,Olivia Hall,2023-07-20,Active
2482,Monica Jenkins,2021-08-24,Churned
2483,Margaret Wright,2022-07-31,Churned
2484,Laura Nelson,2022-06-17,Active
2485,Denise Hall DVM,2021-11-28,Active
2486,Gabriel Collins,2022-12-26,Churned
2487,Penny Lewis,2020-05-24,Active
2488,Timothy Miller,2024-02-24,Churned
2489,Julia Riddle,2021-12-20,Active
2490,Richard Sanchez,2022-02-05,Active
2491,Amy Henderson,2022-02-11,Active
2492,Anthony Adams,2024-12-04,Active
2493,Lisa Lam,2025-02-17,Active
2494,Mary Green,2024-04-08,Active
2495,David Love,2024-11-20,Active
2496,Catherine White,2023-04-30,Active
2497,Michele Bowen,2023-08-21,Active
2498,Stephanie Duncan,2024-04-19,Churned
2499,Joanna Cooper,2021-02-06,Churned
2500,Justin Gonzalez,2022-02-25,Active
2501,Matthew Riley,2024-03-30,Churned
2502,Amber Gould,2021-08-16,Active
2503,Jacqueline Molina,2020-08-27,Active
2504,Zoe Rios,2023-04-22,Churned
2505,Laura Johnson,2024-04-13,Active
2506,William Conley,2025-01-11,Active
2507,Jessica Robbins,2025-01-18,Churned
2508,Susan Maldonado,2024-10-17,Active
2509,Courtney Green,2020-12-06,Churned
2510,Laura Holland,2022-01-09,Churned
2511,Clifford Johnson,2023-07-31,Active
2512,Dr. Sarah Wilson,2023-04-30,Churned
2513,Dr. Judy Avila,2023-03-14,Active
2514,Michael Stewart,2021-12-07,Active
2515,Brenda Perez,2020-10-06,Active
2516,David Henry,2024-10-17,Churned
2517,Steven Robinson,2021-10-01,Active
2518,Allen Jones,2024-02-07,Active
2519,Bradley Curry,2020-12-20,Active
2520,Kenneth Leon,2022-03-04,Active
2521,Marc Vazquez,2020-05-13,Active
2522,Timothy Christian,2024-08-07,Active
2523,Angela Willis,2022-02-04,Active
2524,Richard James,2023-12-20,Active
2525,Nicole Evans,2023-04-24,Churned
2526,Gregory Mendez,2020-04-25,Active
2527,Gregory Tran,2021-01-15,Active
2528,Angel Duncan,2024-01-19,Churned
2529,Karen Chavez,2021-02-10,Active
2530,Marie Waller,2022-08-21,Churned
2531,Charles Smith,2024-02-21,Active
2532,Brian Graves,2021-01-19,Churned
2533,Austin Martinez,2021-12-30,Active
2534,Connor Todd,2023-12-04,Active
